30861	3.973391	1.558383	1
48097	10.723501	1.680426	3
31939	10.967401	1.009696	3
7190	6.035269	0.040384	2
7745	3.464026	0.633738	2
27071	7.910909	0.608986	3
81263	13.368472	0.101955	1
4008	1.726580	0.356060	2
9594	4.532351	0.784029	2
63657	10.272180	0.894940	1
43225	12.962334	0.688320	3
10658	10.057928	1.016167	3
34371	8.175132	1.473519	3
12828	0.591382	1.592595	2
10805	2.694599	0.192553	2
43197	3.823679	0.307211	1
40100	4.902371	0.325837	1
29619	5.803238	1.508814	1
19709	0.928651	0.805430	2
10708	4.801559	1.109838	2
75468	17.953174	1.286817	1
5154	4.820860	1.638950	2
31835	2.613889	1.202948	1
34856	9.798938	0.660449	3
16109	4.540560	0.693678	2
6024	1.798279	0.754830	2
21211	7.944146	0.517589	3
11981	2.693621	1.156059	2
16908	2.365720	0.823746	2
30865	8.611882	0.720938	3
41520	8.697908	0.712351	3
3843	5.173194	0.661649	2
39001	9.009374	0.662828	3
7193	3.920037	1.204467	2
43727	11.549857	1.252767	3
43137	1.811513	1.492629	1
54611	11.848347	1.398526	3
7987	4.556894	0.471639	2
7815	4.586709	1.451703	2
41527	7.221408	0.349208	3
4457	0.000000	1.477444	2
43716	3.936522	1.305100	1
70496	4.458523	0.117412	1
29773	12.749238	1.001868	3
35827	12.997837	1.518244	3
54361	12.007987	1.429517	3
24681	12.439020	0.602778	3
25064	10.223039	0.419207	3
24956	9.786705	1.581456	3
70553	10.019308	1.104957	1
67118	5.515387	1.583481	1
54867	1.797755	0.897984	1
58569	5.123559	0.636597	1
37195	10.794329	1.348034	3
32141	9.147085	1.561121	3
25470	9.723917	0.347390	3
72416	12.392179	0.462767	1
10448	3.911983	0.321235	2
1733	0.000000	0.595003	2
27614	13.647586	0.783210	3
41754	2.035954	1.241482	1
11224	9.115863	0.549572	2
33759	4.028935	0.732775	1
36178	1.450545	0.252273	1
1331	5.642661	0.037745	2
13105	2.109058	1.047765	2
18276	5.211683	0.422561	2
21329	8.830372	1.420222	3
56168	1.270951	0.656465	1
24113	10.125409	1.030164	3
42966	11.808932	0.498646	3
69855	10.360155	0.391228	1
68121	8.958091	1.446941	1
38378	8.146492	0.891890	3
42272	11.299272	1.462164	3
37811	1.311880	0.177617	1
40444	9.754344	1.443655	3
9859	4.864764	0.355036	2
65073	6.843034	1.663467	1
40149	2.788106	1.001469	1
12531	1.836607	0.785556	2
37943	9.120780	0.733622	3
32346	3.454443	1.636169	1
18945	2.730250	0.150886	2
41462	9.969013	0.624773	3
63677	9.315340	1.016577	1
12270	2.441871	0.862543	2
81507	10.929721	1.135951	1
2394	5.487982	0.929857	2
21896	8.749843	1.347328	3
25054	3.276495	1.633755	1
47727	10.222625	1.211094	3
52551	3.650309	0.004053	1
46083	2.845026	0.744425	1
14261	0.086597	1.397732	2
10108	0.313920	0.780634	2
64447	11.461330	0.901635	1
3916	8.100364	0.416180	2
12993	3.356895	1.503588	2
24561	1.122505	0.167714	1
34128	9.333001	0.592754	3
10949	5.236835	0.523310	2
30162	3.343751	1.469978	1
6893	10.326235	1.636564	2
17272	6.073812	1.564135	2
38213	8.862015	0.392578	3
19653	1.870144	1.512538	2
5454	2.717346	0.786265	2
71769	9.106025	0.682263	1
15500	8.315366	0.522809	2
15925	4.251171	0.831942	2
5485	0.227449	0.507519	2
37513	9.901414	1.456128	3
7904	6.049722	0.263228	2
31827	9.140554	0.549743	3
6065	5.039433	1.569051	2
10733	3.506072	1.331780	2
43524	2.071889	0.574015	1
25207	14.349802	0.119510	3
72224	7.053623	0.913229	1
76303	13.632273	0.293910	1
4167	2.252845	0.925528	2
8748	4.944030	0.145050	2
10727	1.163778	0.480097	2
72512	13.921135	0.653654	1
53878	6.248655	1.563903	3
60116	9.238326	0.745925	1
31037	1.578143	1.020376	1
18771	6.364326	0.731372	2
66653	6.613432	0.420401	1
33766	10.489469	1.219252	3
12678	1.867504	1.667777	2
6756	4.555262	0.621586	2
35912	9.134011	0.261331	3
75610	15.976312	1.591899	1
59288	4.867725	1.533990	1
40885	7.889315	1.278918	3
39857	9.234192	0.031514	3
9210	3.434780	0.851038	2
47736	13.948669	1.447655	3
29596	10.940125	1.192877	3
5313	0.322418	0.708624	2
73894	12.035577	0.341006	1
10763	4.423139	1.630397	2
46330	3.433998	1.050353	1
38464	2.245703	1.693453	1
34562	9.419934	1.674791	3
9176	2.886249	0.384149	2
35883	6.949780	0.822289	1
34027	5.741089	0.085318	3
17392	4.856402	1.387332	2
4220	1.313086	0.143615	2
9738	5.969440	1.512366	2
33950	7.119653	1.229117	1
72263	5.278245	1.437373	1
8058	4.032725	0.572734	2
11627	1.824306	1.353402	2
57452	2.807437	1.217581	1
43867	9.099501	0.581960	3
25361	11.491670	0.221837	3
39386	9.094938	1.237877	3
38533	11.651112	0.419647	3
44181	8.442028	0.345079	3
34162	12.632830	1.553685	3
34951	3.465860	1.078357	1
35902	8.594267	0.207483	3
7127	0.132681	0.579341	2
69599	11.989259	0.772665	1
28491	7.121806	1.027339	3
29394	8.901803	1.671682	3
69216	11.430811	0.001049	1
77143	12.766499	0.306441	1
12109	1.839380	0.420770	2
27044	7.516573	1.151259	3
67925	7.644558	1.255835	1
8691	1.671071	0.955235	2
9792	0.550954	0.878699	2
36903	9.871721	0.988292	3
14915	0.000000	1.029567	2
27271	10.147839	1.243154	3
47950	14.443389	0.597323	3
13226	0.000000	0.977039	2
29888	4.736057	0.840255	1
76028	16.276846	1.218853	1
68730	15.400947	1.515674	1
23887	7.026966	0.301816	3
65724	9.089736	1.663704	1
47261	2.814001	0.335447	1
14718	1.907761	0.185236	2
53938	3.350098	1.058595	1
35644	9.907310	0.233867	3
65697	6.488342	1.024570	1
30845	9.227263	0.168029	3
41576	9.764106	0.713058	3
29798	9.025227	0.338407	3
29106	3.145841	0.126703	1
10437	2.030418	1.327611	2
26888	8.185809	0.411897	3
7919	1.139348	0.854585	2
62238	8.003152	0.460242	1
7469	5.671893	0.953953	2
24953	1.338501	0.821446	1
37090	10.205602	1.509414	3
34326	9.935875	1.459869	3
11146	4.920243	0.281307	2
9410	2.898920	0.721339	2
67159	10.978373	1.330289	1
20658	0.000000	1.406255	2
668	1.742130	0.540260	2
16291	8.971935	0.545594	3
35041	7.519401	1.666005	3
38586	3.358419	0.266009	1
74666	15.126610	0.845146	1
45583	3.808397	0.838437	1
72509	7.071936	0.368795	1
28804	11.427869	0.116866	3
12170	2.107006	0.067164	2
52499	2.520756	1.533572	1
72745	11.609180	0.250793	1
37376	6.015459	0.431209	1
38901	5.628798	0.382977	3
0	6.417179	0.681560	2
13570	3.512246	0.568375	2
73309	14.525147	0.893882	1
14440	2.325699	0.152567	2
32454	12.474432	0.340454	3
6398	1.464663	0.376719	2
7341	3.059452	0.328859	2
45727	2.865673	0.568025	1
12622	4.443730	1.201778	2
11133	4.986792	1.398744	2
41071	7.246601	0.393667	3
76497	13.876180	1.554698	1
37310	6.538905	0.644380	3
43232	9.208665	1.031857	3
17008	4.284242	1.594213	2
22908	11.565897	1.561000	3
77063	15.184598	1.087530	1
27241	13.477168	1.216757	3
39378	8.415655	1.469151	3
10774	6.413094	1.336972	2
6971	4.893177	1.404664	2
